,id,conversation_id,created_at,date,tweet,language,hashtags,user_id,username,name,day,hour,link,urls,photos,video,retweet,nlikes,nreplies,nretweets,reply_to,time,vader_neg,vader_neu,vader_pos,vader_compound
1438,1324677416938172418,1324633440084320256,1604662682000.0,2020-11-06,Budget 2021: RM500 million to implement National Digital Network initiative to ensure connectivity for 430 schools nationwide  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/Exd7kBxaZ3,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,11,https://twitter.com/bernamadotcom/status/1324677416938172418,[],['https://pbs.twimg.com/media/EmIzFU_U0AI-toi.jpg'],1,False,4,1,1,[],11:38:02,0.0,0.898,0.102,0.3818
1441,1324676911264493568,1324676911264493568,1604662561000.0,2020-11-06,"#NSTnation ""Therefore, I humbly ask my Yang Berhormat colleagues to appreciate and assess the Budget with the spirit of unity, open heart and a big heart.""   https://t.co/bPhuKWZ9fg  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021",en,"['nstnation', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,11,https://twitter.com/NST_Online/status/1324676911264493568,['https://www.nst.com.my/news/government-public-policy/2020/11/638816/unite-appreciate-and-assess-2021-budget'],[],0,False,6,0,3,[],11:36:01,0.0,0.86,0.14,0.5267
1453,1324674759888547840,1324633440084320256,1604662048000.0,2020-11-06,Budget 2021: RM75 million for eBelia programme with RM50 one-off to be credited into e-wallet accounts for those aged 18-20  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,11,https://twitter.com/bernamadotcom/status/1324674759888547840,[],[],0,False,5,0,1,[],11:27:28,0.0,0.909,0.091,0.3612
1456,1324674588987420673,1324633440084320256,1604662007000.0,2020-11-06,"Budget 2021: RM103 million to build, upgrade and maintain sports facilities nationwide  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/o7Nq4btOXv",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,11,https://twitter.com/bernamadotcom/status/1324674588987420673,[],"['https://pbs.twimg.com/media/EmIwfwHU8AAhT-x.jpg', 'https://pbs.twimg.com/media/EmIwgRxVcAAWC0c.jpg']",1,False,4,1,1,[],11:26:47,0.0,1.0,0.0,0.0
1457,1324674370527059968,1324633440084320256,1604661955000.0,2020-11-06,"Budget 2021: Tax relief for lifestyle raised to RM3,000 with additional RM500 for sports related expenses  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,11,https://twitter.com/bernamadotcom/status/1324674370527059968,[],[],0,False,4,3,4,[],11:25:55,0.0,0.871,0.129,0.4767
1459,1324674068713336833,1324633440084320256,1604661883000.0,2020-11-06,"Budget 2021: RM55 million for development of hockey, rugby, badminton, cycling, women athletes including RM15 million for e-Sports  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/0pObsW3yVx",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,11,https://twitter.com/bernamadotcom/status/1324674068713336833,[],"['https://pbs.twimg.com/media/EmIwAonVoAIiQUZ.png', 'https://pbs.twimg.com/media/EmIwBD4U4AAnC3u.png', 'https://pbs.twimg.com/media/EmIwCDJU8AEuWpf.jpg', 'https://pbs.twimg.com/media/EmIwCWuU4AUNv8G.jpg']",1,False,6,1,1,[],11:24:43,0.0,1.0,0.0,0.0
1476,1324669074098528256,1324669074098528256,1604660693000.0,2020-11-06,RM75mil had been allocated to the programme and would benefit 1.5 million youths nationwide. #Budget2021 #Belanjawan2021  https://t.co/NCa9tRiFL0,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,11,https://twitter.com/staronline/status/1324669074098528256,['https://www.thestar.com.my/news/nation/2020/11/06/budget-2021-rm50-e-wallet-credit-for-those-aged-18-20'],[],0,False,14,4,2,[],11:04:53,0.0,0.842,0.158,0.4588
1483,1324667460457435137,1324667460457435137,1604660308000.0,2020-11-06,JUST IN: Budget 2021: Top 4 glove maker contributes RM400 mil to combat Covid-19   #Budget2021 #Belanjawan2021 #TMRNews #TMRPhoto   https://t.co/x1sXFWCYAK,en,"['budget2021', 'belanjawan2021', 'tmrnews', 'tmrphoto']",293590755,TMReserve,TheMalaysianReserve,5,10,https://twitter.com/TMReserve/status/1324667460457435137,['https://themalaysianreserve.com/2020/11/06/budget-2021-top-4-glove-maker-contributes-rm400-mil-to-combat-covid-19/'],[],0,False,3,0,1,[],10:58:28,0.119,0.792,0.089,-0.1531
1500,1324665766885658625,1324665766885658625,1604659904000.0,2020-11-06,"A full stamp duty exemption on both instrument of transfer and loan agreement for the purchase of first house worth up to RM500,000. #Budget2021 #Belanjawan2021  https://t.co/fCiY3yNQmC",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,10,https://twitter.com/staronline/status/1324665766885658625,['https://www.thestar.com.my/business/business-news/2020/11/06/budget-2021-exempts-stamp-duty-for-purchase-of-first-house-worth-up-to-rm500000'],[],0,False,9,0,9,[],10:51:44,0.0,0.819,0.181,0.6249
1503,1324665513717325824,1324665513717325824,1604659844000.0,2020-11-06,The healthcare tourism sector has the potential to be the country’s new investment. #Budget2021 #Belanjawan2021   https://t.co/SbYsC7JIaN,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,10,https://twitter.com/staronline/status/1324665513717325824,['https://www.thestar.com.my/lifestyle/travel/2020/11/06/budget-2021-medical-tourism-receives-rm35mil-allocation'],[],0,False,7,0,3,[],10:50:44,0.0,1.0,0.0,0.0
1507,1324665264198152193,1324665264198152193,1604659784000.0,2020-11-06,#NSTnation Government pensioners and armed forces veterans without pension would receive RM300 each.  #Budget2021 #Belanjawan2021 #Bajet2021 #Grade56    https://t.co/b3X8ytSeve,en,"['nstnation', 'budget2021', 'belanjawan2021', 'bajet2021', 'grade56']",55186601,NST_Online,New Straits Times,5,10,https://twitter.com/NST_Online/status/1324665264198152193,['https://www.nst.com.my/news/government-public-policy/2020/11/638805/2021-budget-rm600-one-payment-civil-servants'],[],0,False,7,1,1,[],10:49:44,0.0,1.0,0.0,0.0
1513,1324664997268451328,1324630002919383040,1604659721000.0,2020-11-06,"That’s a wrap!  For now – for more stories, analyses and infographics that make all of this easier to understand, please check out  https://t.co/G791ux0ZFN  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,10,https://twitter.com/staronline/status/1324664997268451328,['http://www.thestar.com.my'],[],0,False,3,0,1,[],10:48:41,0.0,0.79,0.21,0.7043
1517,1324664541137891329,1324633440084320256,1604659612000.0,2020-11-06,Budget 2021 : RM2.7 billion for upgrading rural infrastructure  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/Jl1kwnQf0W,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,10,https://twitter.com/bernamadotcom/status/1324664541137891329,[],['https://pbs.twimg.com/media/EmInXsvVgAAC0-K.jpg'],1,False,9,1,4,[],10:46:52,0.0,1.0,0.0,0.0
1525,1324664329170399238,1324633440084320256,1604659561000.0,2020-11-06,"Budget 2021: RM15 million for CENDANA to implement arts and culture programmes to benefit more than 5,000 arts enthusiasts and production crew  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/5My2hNwYg4",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,10,https://twitter.com/bernamadotcom/status/1324664329170399238,[],['https://pbs.twimg.com/media/EmInLVAVMAEGAmA.png'],1,False,9,1,3,[],10:46:01,0.0,0.833,0.167,0.6597
1526,1324663912684380161,1324663912684380161,1604659462000.0,2020-11-06,#NSTnation The #2021Budget is aligned with the policies prioritised under the 12th Malaysia Plan and Shared Prosperity Vision 2030.   https://t.co/QXJNJm3hwJ  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021 #12MP #SPV2030,en,"['nstnation', '2021budget', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021', '12mp', 'spv2030']",55186601,NST_Online,New Straits Times,5,10,https://twitter.com/NST_Online/status/1324663912684380161,['https://www.nst.com.my/news/government-public-policy/2020/11/638801/budget-aligned-12mp-spv-2030'],[],0,False,6,0,2,[],10:44:22,0.0,0.845,0.155,0.5267
1531,1324663492016697345,1324633440084320256,1604659362000.0,2020-11-06,"Budget 2021: Tax relief limit for disabled couples increased to RM5,000  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,10,https://twitter.com/bernamadotcom/status/1324663492016697345,[],[],0,False,6,1,1,[],10:42:42,0.0,0.743,0.257,0.6369
1532,1324663412517871618,1324663412517871618,1604659343000.0,2020-11-06,"#NSTnation Finance Minister Tengku Datuk Seri Zafrul Tengku Abdul Aziz said this special grant would also be provided for taxi and #ehailing drivers, car rental operators and tour guides in #Sabah.   https://t.co/Umx7BavTUT  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021",en,"['nstnation', 'ehailing', 'sabah', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,10,https://twitter.com/NST_Online/status/1324663412517871618,['https://www.nst.com.my/news/government-public-policy/2020/11/638799/2021-budget-rm1k-aid-sabah-taxi-e-hailing-drivers-tour'],[],0,False,1,0,0,[],10:42:23,0.0,0.858,0.142,0.6833
1543,1324662889383301121,1324633440084320256,1604659218000.0,2020-11-06,Budget 2021: RM158 million for wellbeing of Orang Asli including social assistance programmes  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/e6NH3ORQkN,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,10,https://twitter.com/bernamadotcom/status/1324662889383301121,[],['https://pbs.twimg.com/media/EmIl3LCU4AEjKpn.png'],1,False,8,1,1,[],10:40:18,0.0,1.0,0.0,0.0
1551,1324662648705671168,1324662648705671168,1604659161000.0,2020-11-06,"Rent-to-Own Scheme, which lasts until 2022, involves 5,000 PR1MA houses with a total value of over RM1b, reserved for first-time home buyers  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,10,https://twitter.com/TMReserve/status/1324662648705671168,[],[],0,False,1,0,0,[],10:39:21,0.0,0.902,0.098,0.34
1555,1324662329267548160,1324662329267548160,1604659084000.0,2020-11-06,RM300 million will be allocated to continue the MY30 unlimited travel pass initiative and expand its use to Kuantan and Penang  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,10,https://twitter.com/TMReserve/status/1324662329267548160,[],[],0,False,2,0,0,[],10:38:04,0.0,0.905,0.095,0.3182
1557,1324662239631077376,1324633440084320256,1604659063000.0,2020-11-06,"Budget 2021: Grant for Rukun Tetangga raised to RM6,000 with allocation of RM50 million  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/DFXdcMKSem",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,10,https://twitter.com/bernamadotcom/status/1324662239631077376,[],['https://pbs.twimg.com/media/EmIlRuRU8AA5UD2.jpg'],1,False,6,1,3,[],10:37:43,0.0,0.889,0.111,0.3612
1560,1324662086148870144,1324662086148870144,1604659027000.0,2020-11-06,#NSTnation The government will also extend the tax exemption imposed on private healthcare services export until the year 2022.  #Budget2021 #Belanjawan2021 #Bajet2021 #Domestic #Health    https://t.co/gUI5F51EVE,en,"['nstnation', 'budget2021', 'belanjawan2021', 'bajet2021', 'domestic', 'health']",55186601,NST_Online,New Straits Times,5,10,https://twitter.com/NST_Online/status/1324662086148870144,['https://www.nst.com.my/news/government-public-policy/2020/11/638797/2021-budget-rm35-million-go-domestic-health-tourism'],[],0,False,3,0,1,[],10:37:07,0.05,0.885,0.065,0.1027
1562,1324662036089896960,1324662036089896960,1604659015000.0,2020-11-06,"The stamp duty exemption on loan agreements and transfer instruments for rescue contractors and original buyers of abandoned houses is extended for a period of 5 years, for abandoned housing projects approved by KPKT  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,10,https://twitter.com/TMReserve/status/1324662036089896960,[],[],0,False,1,0,0,[],10:36:55,0.135,0.629,0.236,0.5423
1565,1324661929525219328,1324633440084320256,1604658989000.0,2020-11-06,Budget 2021: RM10 million for cervical cancer screening and mammogram for woman at high risk of contracting breast cancer  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/obijgPhMsQ,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,10,https://twitter.com/bernamadotcom/status/1324661929525219328,[],['https://pbs.twimg.com/media/EmIk_oOVcAAjaSS.jpg'],1,False,9,1,5,[],10:36:29,0.322,0.678,0.0,-0.8979
1566,1324661852580708354,1324661852580708354,1604658971000.0,2020-11-06,"Full stamp duty exemption on transfer instruments and loan agreements for the purchase of first residential homes worth up to RM500k from Jan 1, 2021 to Dec 31, 2025  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,10,https://twitter.com/TMReserve/status/1324661852580708354,[],[],0,False,2,0,2,[],10:36:11,0.0,0.879,0.121,0.4588
1577,1324661428263870464,1324633440084320256,1604658870000.0,2020-11-06,"Budget 2021: RM30 million to provide nurseries in government buildings, upgrade support system to frontliners and working mothers  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/5YazDdkzDj",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,10,https://twitter.com/bernamadotcom/status/1324661428263870464,[],['https://pbs.twimg.com/media/EmIkiqQU8AMx7oI.jpg'],1,False,8,1,2,[],10:34:30,0.0,0.899,0.101,0.4019
1586,1324660989162258433,1324633440084320256,1604658765000.0,2020-11-06,Budget 2021: Government will issue the nation's first Sustainability Bond for environmental and social purposes in 2021  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/WSQQ7GKiYs,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,10,https://twitter.com/bernamadotcom/status/1324660989162258433,[],['https://pbs.twimg.com/media/EmIkJGXUYAELFWr.jpg'],1,False,6,1,6,[],10:32:45,0.0,1.0,0.0,0.0
1588,1324660932304269312,1324630002919383040,1604658751000.0,2020-11-06,"18:30: The government announced a special finance aid worth RM600 for civil servants grade 56 and below. For pensioners and veterans with no pension, a special financial aid of RM300 will be given. Both aids will be paid out early 2021.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,10,https://twitter.com/staronline/status/1324660932304269312,[],[],0,False,13,2,9,[],10:32:31,0.047,0.796,0.157,0.6249
1592,1324660779186937857,1324630002919383040,1604658715000.0,2020-11-06,"18:29: SAVE 2.0 programme will be introduced, where an e-Rebate of RM200 for a household purchasing a locally made air-conditioning unit or refrigerator. RM30mil has been allocated for the programme, and it would benefit 140,000 households.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,10,https://twitter.com/staronline/status/1324660779186937857,[],[],0,False,9,1,3,[],10:31:55,0.0,0.831,0.169,0.7865
1598,1324660509644218368,1324660509644218368,1604658651000.0,2020-11-06,"#NSTnation The withdrawal would be RM500 a month, up to RM6,000 for a year.    https://t.co/3yeZKFqyQx  Read here:  https://t.co/PzxK0SiKnp  #EPF #Account1  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021",en,"['nstnation', 'epf', 'account1', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,10,https://twitter.com/NST_Online/status/1324660509644218368,"['http://youtu.be/beRalvBOYw8', 'https://www.nst.com.my/news/government-public-policy/2020/11/638751/government-allows-epf-account-1-withdrawal']",[],0,False,4,0,0,[],10:30:51,0.0,0.95,0.05,0.0258
1605,1324660207109042178,1324660207109042178,1604658579000.0,2020-11-06,"#NSTnation Tengku Zafrul said additionally, RM2 billion will be allocated for contingency savings.   #Budget2021 #Belanjawan2021 #Bajet2021 #PerikatanNasional    https://t.co/Hr9v4dbKic",en,"['nstnation', 'budget2021', 'belanjawan2021', 'bajet2021', 'perikatannasional']",55186601,NST_Online,New Straits Times,5,10,https://twitter.com/NST_Online/status/1324660207109042178,['https://www.nst.com.my/news/government-public-policy/2020/11/638794/2021-budget-fiscal-deficit-projected-54-pct-gdp'],[],0,False,3,0,1,[],10:29:39,0.0,1.0,0.0,0.0
1610,1324660051118714880,1324630002919383040,1604658541000.0,2020-11-06,(...)  The government will also not allow transhipment activities and re-exports of cigarettes using pump boats.  Taxes will also be imposed on cigarettes and tobacco products at all duty-free islands.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,10,https://twitter.com/staronline/status/1324660051118714880,[],[],0,False,8,1,0,[],10:29:01,0.09,0.91,0.0,-0.242
1611,1324660023713124352,1324660023713124352,1604658535000.0,2020-11-06,The 2021 budget is an expansionary budget with the largest expenditure in history at RM322.5b. Govt revenue collection is expected to increase to RM236.9b in 2021  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,10,https://twitter.com/TMReserve/status/1324660023713124352,[],[],0,False,0,0,2,[],10:28:55,0.0,0.922,0.078,0.3182
1619,1324659864518287365,1324659864518287365,1604658497000.0,2020-11-06,JUST IN: Budget 2021:  EPF contribution rate reduces to 9% from 11%   #Budget2021 #Belanjawan2021 #TMRNews #TMRPhoto    https://t.co/ZTfbKPEmFV,en,"['budget2021', 'belanjawan2021', 'tmrnews', 'tmrphoto']",293590755,TMReserve,TheMalaysianReserve,5,10,https://twitter.com/TMReserve/status/1324659864518287365,['https://themalaysianreserve.com/2020/11/06/budget-2021-epf-contribution-rate-reduces-to-9-from-11/'],[],0,False,0,0,0,[],10:28:17,0.0,1.0,0.0,0.0
1621,1324659689720700929,1324633440084320256,1604658455000.0,2020-11-06,Budget 2021: RM21 million to form local social support centres to address domestic violence  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,10,https://twitter.com/bernamadotcom/status/1324659689720700929,[],[],0,False,5,1,2,[],10:27:35,0.165,0.726,0.109,-0.34
1622,1324659663598546950,1324659663598546950,1604658449000.0,2020-11-06,"Total expenditure for 2020 is estimated at RM314.7b, an increase of RM17.7b compared to the original projection. This is aimed at financing the stimulus package and economic recovery  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,10,https://twitter.com/TMReserve/status/1324659663598546950,[],[],0,False,0,0,0,[],10:27:29,0.0,0.859,0.141,0.5574
1623,1324659660230598658,1324630002919383040,1604658448000.0,2020-11-06,"18:25: RM50mil will be allocated to tackle rubbish and solid waste in rivers,  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,10,https://twitter.com/staronline/status/1324659660230598658,[],[],0,False,9,1,8,[],10:27:28,0.161,0.747,0.092,-0.296
1630,1324659351848538112,1324659351848538112,1604658375000.0,2020-11-06,"Govt revenue this year has been revised to RM227.3b, a reduction of almost RM18b from the original projection due to fall in global crude oil prices  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,10,https://twitter.com/TMReserve/status/1324659351848538112,[],[],0,False,0,0,0,[],10:26:15,0.119,0.806,0.074,-0.34
1631,1324659283925983232,1324659283925983232,1604658358000.0,2020-11-06,#Budget2021 Government retirees and veterans without pension will receive a special financial aid of RM300 to be paid early 2021. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021,en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,10,https://twitter.com/NST_Online/status/1324659283925983232,[],[],0,False,8,0,5,[],10:25:58,0.0,0.895,0.105,0.4019
1637,1324659151377608709,1324659151377608709,1604658327000.0,2020-11-06,#Budget2021 Civil servants Grade 56 and below will receive a special financial aid of RM600 to be paid early 2021. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021,en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,10,https://twitter.com/NST_Online/status/1324659151377608709,[],[],0,False,7,0,7,[],10:25:27,0.0,0.895,0.105,0.4019
1638,1324659050387156992,1324659050387156992,1604658303000.0,2020-11-06,#NSTnation The government will extend the #WageSubsidyProgramme that was introduced in the previous economic stimulus packages...   https://t.co/bRdE3ezSYE  Read here:  https://t.co/btyWDxN0jy  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021,en,"['nstnation', 'wagesubsidyprogramme', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,10,https://twitter.com/NST_Online/status/1324659050387156992,"['http://youtu.be/dcSIFAVMgLM', 'https://www.nst.com.my/news/government-public-policy/2020/11/638772/3-months-added-wage-subsidy-programme-nsttv']",[],0,False,4,0,0,[],10:25:03,0.0,0.931,0.069,0.1779
1641,1324658974839304193,1324633440084320256,1604658285000.0,2020-11-06,Total expenditure for the whole of 2020 is estimated to be at RM314.7 billion; a RM17.7 billion increase from the original projection - Finance Minister  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/Pso64Gcqew,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,10,https://twitter.com/bernamadotcom/status/1324658974839304193,[],['https://pbs.twimg.com/media/EmIiTw9U8AAM_zl.jpg'],1,False,11,1,4,[],10:24:45,0.0,0.859,0.141,0.5574
